state_simple,pool,pool.date,test,gpt_id,date,geo3,state_electoral.college,region,turnout2020.bgres,speculation...turnout2020.bgres,turnout2020.bgnores,speculation...turnout2020.bgnores,turnout2020.ind,speculation...turnout2020.ind,turnout2020.demo,speculation...turnout2020.demo,turnout2020.quota,speculation...turnout2020.quota,vote2020.bgres,speculation...vote2020.bgres,vote2020.bgnores,speculation...vote2020.bgnores,vote2020.ind,speculation...vote2020.ind,vote2020.demo,speculation...vote2020.demo,vote2020.quota,speculation...vote2020.quota,turnout2022.bgres,speculation...turnout2022.bgres,turnout2022.bgnores,speculation...turnout2022.bgnores,turnout2022.ind,speculation...turnout2022.ind,turnout2022.demo,speculation...turnout2022.demo,turnout2022.quota,speculation...turnout2022.quota,vote2022.bgres,speculation...vote2022.bgres,vote2022.bgnores,speculation...vote2022.bgnores,vote2022.ind,speculation...vote2022.ind,vote2022.demo,speculation...vote2022.demo,vote2022.quota,speculation...vote2022.quota,turnout2024.bgnores,speculation...turnout2024.bgnores,turnout2024.ind,speculation...turnout2024.ind,vote2024.bgnores,speculation...vote2024.bgnores,vote2024.ind,speculation...vote2024.ind,turnout2024.demo,speculation...turnout2024.demo,vote2024.demo,speculation...vote2024.demo,change_mind.2024.demo,speculation...change_mind.2024.demo,moi,speculation...moi,psych.agreeable,speculation...psych.agreeable,psych.conscientious,speculation...psych.conscientious,psych.extraverted,speculation...psych.extraverted,psych.neurotic,speculation...psych.neurotic,psych.open,speculation...psych.open,psych.happy,speculation...psych.happy,ethnicity,speculation...ethnicity,age_bins,speculation...age_bins,gender,speculation...gender,college_grad,speculation...college_grad,hh_income,speculation...hh_income,marital_status,speculation...marital_status,pol_interest,speculation...pol_interest,trust,speculation...trust,attention,speculation...attention,partisanship,speculation...partisanship,ideology,speculation...ideology,job_approval.Biden,speculation...job_approval.Biden,fav_harris,speculation...fav_harris,fav_walz,speculation...fav_walz,fav_biden,speculation...fav_biden,fav_trump,speculation...fav_trump,fav_jdvance,speculation...fav_jdvance,fav_kennedy,speculation...fav_kennedy,fav_oliver,speculation...fav_oliver,fav_stein,speculation...fav_stein,fav_west,speculation...fav_west,vote2020,speculation...vote2020,vote2022,speculation...vote2022,vote2024,speculation...vote2024
Alabama,trends US Soccer,2024-08-15 16:34:58,no,2b6ee8dc232bf5f263e2499410c854f466040307c809823bc5061666ef2a4eb2,2024-08-15,Alabama 6th,Alabama,South,0.7,50,0.7,60,0.85,70,0.85,60,0.5,60,stay home,70,stay home,80,stay home,90,D,80,stay home,90,0.7,55,0.7,50,0.85,50,0.85,60,0.5,60,stay home,70,stay home,60,stay home,70,D,90,stay home,90,0.7,50,0.85,40,stay home,80,stay home,80,0.7,70,D,70,4.50-50,60,education,40,2.somewhat disagreeable,50,4.somewhat conscientious,40,4.somewhat extraverted,40,4.somewhat high in neuroticism,50,4.somewhat open to experience,50,3.rather happy,40,White,100,3.35-44,40,M,0,Has a College Degree,50,"3.[50000, 75000)",60,married,0,3.moderately interested,40,2.some of the time trust other people,60,3.paying some attention,50,3.ind - lean D,60,2.somewhat ideologically liberal,50,3.Somewhat Approves,80,No opinion,100,No opinion,100,3.Somewhat favourable,80,2.Somewhat unfavourable,80,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,stay home,82,stay home,76,stay home,76.6666666666667
Alabama,candidates,2024-08-15 16:32:11,no,d1a0211fd3682527a24a290e857b0fe0ed8c992567cb8e568636c5004311ba80,2024-08-19,Alabama 4th,Alabama,South,1,10,1,10,1,20,1,15,1,15,R,5,R,0,R,10,R,10,R,10,0.85,20,0.85,20,0.85,20,1,15,0.85,15,R,10,R,10,R,15,R,25,R,20,1,10,1,10,R,0,R,5,1,10,R,10,1.no chance,10,national security,40,2.somewhat disagreeable,50,3.neither conscientious nor unconscientious,80,3.neither extraverted nor introverted,80,3.neither high nor low in neuroticism,80,2.somewhat closed to experience,60,2.not very happy,80,White,80,6.65+,20,F,15,Does not have a College Degree,70,"2.[25000, 50000)",90,widowed,0,4.highly interested,0,1.never trust other people,30,4.paying a lot of attention,0,7.strong R,0,5.very ideologically conservative,10,1.Strongly Disapproves,0,1.Very unfavourable,0,1.Very unfavourable,10,1.Very unfavourable,0,4.Very favourable,0,4.Very favourable,10,No opinion,90,No opinion,90,No opinion,90,No opinion,90,R,7,R,16,R,5
Alabama,candidates,2024-08-15 16:32:11,no,65aaeb491a6f056842a645efebdbf9655a0693f003cae4b72d6b4c6e92fd8eae,2024-08-18,Alabama 6th,Alabama,South,1,0,1,0,1,0,1,0,0.85,0,R,10,R,20,R,20,R,20,R,30,1,10,0.85,10,1,10,1,10,0.85,10,R,20,R,20,R,20,R,20,R,30,1,10,1,10,R,10,R,15,1,10,R,10,1.no chance,10,national security,40,4.somewhat agreeable,40,5.very conscientious,20,4.somewhat extraverted,40,3.neither high nor low in neuroticism,60,2.somewhat closed to experience,40,3.rather happy,30,White,90,6.65+,0,F,10,Has a College Degree,30,"5.[100000, max]",40,married,0,4.highly interested,20,3.about half of the time trust other people,50,4.paying a lot of attention,20,7.strong R,0,5.very ideologically conservative,0,1.Strongly Disapproves,20,1.Very unfavourable,20,1.Very unfavourable,60,1.Very unfavourable,20,4.Very favourable,20,3.Somewhat favourable,60,1.Very unfavourable,60,1.Very unfavourable,50,1.Very unfavourable,50,1.Very unfavourable,50,R,20,R,22,R,11.6666666666667
Alaska,trends Boba Fett,2024-08-19 18:31:48,no,0103f6d6bb450e78f6fc4dfb4c7871b09e6eb50825fbe9caf7c57c3616a5e2ac,2024-08-20,Alaska at Large,Alaska,West,0.7,50,0.7,60,0.85,60,0.85,60,0.7,60,D,60,D,70,D,70,D,50,stay home,100,0.7,60,0.7,60,0.7,40,0.85,60,0.7,60,stay home,90,stay home,90,D,60,D,50,stay home,100,0.85,40,0.85,40,D,60,stay home,90,0.85,50,D,50,3.unlikely,60,inflation and the cost of living,70,3.neither agreeable nor disagreeable,60,5.very conscientious,40,4.somewhat extraverted,40,3.neither high nor low in neuroticism,60,5.very open to experience,30,3.rather happy,50,White,20,2.25-34,40,M,10,Has a College Degree,30,"5.[100000, max]",30,single,70,3.moderately interested,50,3.about half of the time trust other people,50,4.paying a lot of attention,40,1.strong D,50,2.somewhat ideologically liberal,40,3.Somewhat Approves,50,3.Somewhat favourable,50,No opinion,80,3.Somewhat favourable,50,1.Very unfavourable,50,No opinion,80,No opinion,80,No opinion,80,No opinion,80,No opinion,80,D,70,stay home,78,D,66.6666666666667
Arizona,trends Amy Klobuchar,2024-08-22 08:28:46,no,5703b0fc4bdb2a0b90fdf6c028ab7073edfdbd41671a0abfd60ab6a5f7b8b9d6,2024-08-21,Arizona 2nd,Arizona,West,0.85,30,0.85,20,1,20,0.85,20,0.5,20,D,40,D,20,D,30,D,15,stay home,90,0.85,30,0.85,20,1,10,0.85,20,0.5,20,D,40,D,30,D,20,D,15,stay home,90,0.85,20,1,20,D,30,D,30,1,30,D,30,2.highly unlikely,30,civil rights and racism,50,2.somewhat disagreeable,50,4.somewhat conscientious,60,4.somewhat extraverted,40,4.somewhat high in neuroticism,30,5.very open to experience,40,2.not very happy,40,White,70,6.65+,10,M,5,Has a College Degree,5,"5.[100000, max]",60,married,70,4.highly interested,5,2.some of the time trust other people,30,4.paying a lot of attention,5,1.strong D,10,1.very ideologically liberal,10,3.Somewhat Approves,30,3.Somewhat favourable,40,3.Somewhat favourable,80,3.Somewhat favourable,30,1.Very unfavourable,10,1.Very unfavourable,10,3.Somewhat favourable,80,No opinion,90,3.Somewhat favourable,80,3.Somewhat favourable,80,D,39,D,39,D,30
Arizona,trends Congresswoman,2024-08-15 16:41:02,no,550d8ce19f44d5604f57e00b69ba3a28b6f639ba400d0fd65dc579fdf4595227,2024-08-18,Arizona 4th,Arizona,West,1,20,1,10,1,10,1,20,1,20,D,10,D,5,D,0,D,10,D,0,0.85,25,0.85,25,0.85,20,1,30,1,30,D,15,D,20,D,10,D,40,D,10,1,10,1,10,D,10,D,0,1,40,D,40,1.no chance,30,inflation and the cost of living,80,2.somewhat disagreeable,50,3.neither conscientious nor unconscientious,80,4.somewhat extraverted,60,4.somewhat high in neuroticism,50,3.neither open nor closed to experience,80,2.not very happy,70,White,60,5.55-64,60,F,10,Has a College Degree,70,"3.[50000, 75000)",90,married,10,4.highly interested,20,2.some of the time trust other people,50,4.paying a lot of attention,20,1.strong D,10,1.very ideologically liberal,30,4.Strongly Approves,20,3.Somewhat favourable,50,No opinion,90,4.Very favourable,10,1.Very unfavourable,10,1.Very unfavourable,40,No opinion,90,No opinion,90,No opinion,90,No opinion,90,D,5,D,19,D,16.6666666666667
Arizona,trends Devin Williams,2024-08-21 06:38:33,no,e0d9547b214a4f9f8bf4169a053b7083e1c53c56a728b4f0206521206919595a,2024-08-21,Arizona 3rd,Arizona,West,0.7,50,0.7,30,0.85,40,0.85,50,0.5,50,D,40,D,25,D,50,D,40,stay home,90,0.3,60,0.7,50,0.7,35,0.7,60,0.5,60,stay home,80,stay home,60,D,45,D,50,stay home,90,0.7,50,0.7,50,D,20,D,20,0.85,30,D,30,3.unlikely,50,civil rights and racism,60,3.neither agreeable nor disagreeable,50,3.neither conscientious nor unconscientious,50,4.somewhat extraverted,50,3.neither high nor low in neuroticism,50,4.somewhat open to experience,50,3.rather happy,50,White,80,1.18-24,30,M,70,Has a College Degree,60,"2.[25000, 50000)",90,single,50,3.moderately interested,50,3.about half of the time trust other people,50,3.paying some attention,60,1.strong D,40,2.somewhat ideologically liberal,40,3.Somewhat Approves,50,4.Very favourable,30,No opinion,90,3.Somewhat favourable,50,1.Very unfavourable,50,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,D,49,stay home,65,D,23.3333333333333
Arizona,trends DO NOT COMPLY,2024-08-15 16:35:10,no,a153d012fcfb16ab7a028755c46be4594669f9321eeb48f8bbfebc59d6cdf43c,2024-08-18,Arizona 3rd,Arizona,West,1,20,0.85,20,1,20,0.85,30,0.85,30,R,10,R,10,R,20,R,20,R,10,0.85,30,0.85,30,0.85,35,0.85,30,0.85,30,R,40,R,20,R,20,R,30,R,40,1,20,1,10,R,10,R,15,0.85,20,R,20,2.highly unlikely,20,national security,40,2.somewhat disagreeable,60,3.neither conscientious nor unconscientious,80,4.somewhat extraverted,40,4.somewhat high in neuroticism,40,2.somewhat closed to experience,60,2.not very happy,80,White,90,5.55-64,80,F,20,Does not have a College Degree,90,"2.[25000, 50000)",60,single,85,4.highly interested,20,2.some of the time trust other people,40,4.paying a lot of attention,20,7.strong R,20,5.very ideologically conservative,20,1.Strongly Disapproves,20,1.Very unfavourable,20,No opinion,100,1.Very unfavourable,20,4.Very favourable,20,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,R,14,R,30,R,15
Arizona,trends Endorse Trump,2024-08-15 16:35:45,no,be57fe0057b312b6d306150625636918ebd2662706c924fc40ae887303c06f43,2024-08-18,Arizona 8th,Arizona,West,0.85,15,1,10,1,10,1,10,1,10,D,10,D,20,D,10,D,10,D,20,0.85,30,0.85,20,1,10,0.85,20,0.85,20,stay home,20,stay home,50,D,20,D,20,D,30,1,10,1,10,D,5,D,5,1,10,D,10,2.highly unlikely,20,civil rights and racism,40,2.somewhat disagreeable,50,5.very conscientious,40,4.somewhat extraverted,40,3.neither high nor low in neuroticism,80,5.very open to experience,30,3.rather happy,80,White,90,4.45-54,40,M,60,Has a College Degree,10,"4.[75000, 100000)",60,single,80,4.highly interested,10,2.some of the time trust other people,50,4.paying a lot of attention,10,1.strong D,10,1.very ideologically liberal,20,4.Strongly Approves,10,4.Very favourable,10,4.Very favourable,30,4.Very favourable,10,1.Very unfavourable,10,No opinion,90,No opinion,90,No opinion,90,No opinion,90,No opinion,90,D,14,D,28,D,6.66666666666667
Arizona,trends Game Week,2024-08-19 18:45:10,no,fb3a3759f1fe4b9563986f997170e1433849bf89346ed3800e90f8bd308220cf,2024-08-20,Arizona 9th,Arizona,West,0.7,40,0.7,50,0.7,50,0.5,100,0.5,100,stay home,90,stay home,70,stay home,100,stay home,100,stay home,85,0.3,50,0.3,40,0.7,60,0.5,100,0.5,100,stay home,40,stay home,50,stay home,80,stay home,100,stay home,85,0.5,60,0.5,65,stay home,80,stay home,85,0.5,100,stay home,100,4.50-50,100,civil rights and racism,100,4.somewhat agreeable,60,5.very conscientious,40,5.very extraverted,20,2.somewhat low in neuroticism,40,4.somewhat open to experience,40,3.rather happy,30,Mixed-race,100,2.25-34,20,M,20,Has a College Degree,0,"5.[100000, max]",80,single,100,1.not interested at all,100,3.about half of the time trust other people,100,1.not paying attention at all,100,4.ind,100,3.moderate in ideological orientation,100,2.Somewhat Disapproves,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,No opinion,100,stay home,89,stay home,71,stay home,88.3333333333333
